breed,category,characteristic,star
Small Munsterlander Pointer, Trainability,Wanderlust Potential,4
Small Munsterlander Pointer, Physical Needs,Energy Level,4
Small Munsterlander Pointer, Physical Needs,Intensity,5
Small Munsterlander Pointer, Physical Needs,Exercise Needs,5
Small Munsterlander Pointer, Physical Needs,Potential For Playfulness,4
Scottish Terrier, Adaptability,Adapts Well To Apartment Living,4
Scottish Terrier, Adaptability,Good For Novice Owners,2
Scottish Terrier, Adaptability,Sensitivity Level,4
Scottish Terrier, Adaptability,Tolerates Being Alone,3
Scottish Terrier, Adaptability,Tolerates Cold Weather,4
Scottish Terrier, Adaptability,Tolerates Hot Weather,3
Scottish Terrier, All Around Friendliness,Affectionate With Family,5
Scottish Terrier, All Around Friendliness,Kid-Friendly,4
Scottish Terrier, All Around Friendliness,Dog Friendly,4
Scottish Terrier, All Around Friendliness,Friendly Toward Strangers,4
Scottish Terrier, Health And Grooming Needs,Amount Of Shedding,2
Scottish Terrier, Health And Grooming Needs,Drooling Potential,1
Scottish Terrier, Health And Grooming Needs,Easy To Groom,2
Scottish Terrier, Health And Grooming Needs,General Health,4
Scottish Terrier, Health And Grooming Needs,Potential For Weight Gain,3
Scottish Terrier, Health And Grooming Needs,Size,2
Scottish Terrier, Trainability,Easy To Train,1
Scottish Terrier, Trainability,Intelligence,4
Scottish Terrier, Trainability,Potential For Mouthiness,3
Scottish Terrier, Trainability,Prey Drive,3
Scottish Terrier, Trainability,Tendency To Bark Or Howl,4
Scottish Terrier, Trainability,Wanderlust Potential,5
Scottish Terrier, Physical Needs,Energy Level,4
Scottish Terrier, Physical Needs,Intensity,4
Scottish Terrier, Physical Needs,Exercise Needs,4
Scottish Terrier, Physical Needs,Potential For Playfulness,4
Sloughi, Adaptability,Adapts Well To Apartment Living,4
Sloughi, Adaptability,Good For Novice Owners,2
Sloughi, Adaptability,Sensitivity Level,4
Sloughi, Adaptability,Tolerates Being Alone,3
Sloughi, Adaptability,Tolerates Cold Weather,2
Sloughi, Adaptability,Tolerates Hot Weather,3
Sloughi, All Around Friendliness,Affectionate With Family,5
Sloughi, All Around Friendliness,Kid-Friendly,5
Sloughi, All Around Friendliness,Dog Friendly,4
Sloughi, All Around Friendliness,Friendly Toward Strangers,3
Sloughi, Health And Grooming Needs,Amount Of Shedding,3
Sloughi, Health And Grooming Needs,Drooling Potential,1
Sloughi, Health And Grooming Needs,Easy To Groom,5
Sloughi, Health And Grooming Needs,General Health,3
Sloughi, Health And Grooming Needs,Potential For Weight Gain,2
Sloughi, Health And Grooming Needs,Size,4
Sloughi, Trainability,Easy To Train,3
Sloughi, Trainability,Intelligence,4
Sloughi, Trainability,Potential For Mouthiness,3
Sloughi, Trainability,Prey Drive,5
Sloughi, Trainability,Tendency To Bark Or Howl,2
Sloughi, Trainability,Wanderlust Potential,3
Sloughi, Physical Needs,Energy Level,5
Sloughi, Physical Needs,Intensity,3
Sloughi, Physical Needs,Exercise Needs,5
Sloughi, Physical Needs,Potential For Playfulness,3
Schnoodle, Adaptability,Adapts Well To Apartment Living,3
Schnoodle, Adaptability,Good For Novice Owners,5
Schnoodle, Adaptability,Sensitivity Level,4
Schnoodle, Adaptability,Tolerates Being Alone,2
Schnoodle, Adaptability,Tolerates Cold Weather,2
Schnoodle, Adaptability,Tolerates Hot Weather,4
Schnoodle, All Around Friendliness,Affectionate With Family,4
Schnoodle, All Around Friendliness,Kid-Friendly,5
Schnoodle, All Around Friendliness,Dog Friendly,3
Schnoodle, All Around Friendliness,Friendly Toward Strangers,3
Schnoodle, Health And Grooming Needs,Amount Of Shedding,2
Schnoodle, Health And Grooming Needs,Drooling Potential,1
Schnoodle, Health And Grooming Needs,Easy To Groom,4
Schnoodle, Health And Grooming Needs,General Health,3
Schnoodle, Health And Grooming Needs,Potential For Weight Gain,4
Schnoodle, Health And Grooming Needs,Size,4
Schnoodle, Trainability,Easy To Train,4
Schnoodle, Trainability,Intelligence,5
Schnoodle, Trainability,Potential For Mouthiness,3
Schnoodle, Trainability,Prey Drive,3
Schnoodle, Trainability,Tendency To Bark Or Howl,2
Schnoodle, Trainability,Wanderlust Potential,3
Schnoodle, Physical Needs,Energy Level,4
Schnoodle, Physical Needs,Intensity,3
Schnoodle, Physical Needs,Exercise Needs,4
Schnoodle, Physical Needs,Potential For Playfulness,4
Schipperke, Adaptability,Adapts Well To Apartment Living,4
Schipperke, Adaptability,Good For Novice Owners,2
Schipperke, Adaptability,Sensitivity Level,4
Schipperke, Adaptability,Tolerates Being Alone,3
Schipperke, Adaptability,Tolerates Cold Weather,3
Schipperke, Adaptability,Tolerates Hot Weather,2
Schipperke, All Around Friendliness,Affectionate With Family,4
Schipperke, All Around Friendliness,Kid-Friendly,5
Schipperke, All Around Friendliness,Dog Friendly,2
Schipperke, All Around Friendliness,Friendly Toward Strangers,2
Schipperke, Health And Grooming Needs,Amount Of Shedding,3
Schipperke, Health And Grooming Needs,Drooling Potential,1
Schipperke, Health And Grooming Needs,Easy To Groom,5
Schipperke, Health And Grooming Needs,General Health,4
Schipperke, Health And Grooming Needs,Potential For Weight Gain,5
Schipperke, Health And Grooming Needs,Size,1
Schipperke, Trainability,Easy To Train,2
Schipperke, Trainability,Intelligence,4
Schipperke, Trainability,Potential For Mouthiness,3
Schipperke, Trainability,Prey Drive,2
Schipperke, Trainability,Tendency To Bark Or Howl,4
Schipperke, Trainability,Wanderlust Potential,5
Schipperke, Physical Needs,Energy Level,5
Schipperke, Physical Needs,Intensity,3
Schipperke, Physical Needs,Exercise Needs,5
Schipperke, Physical Needs,Potential For Playfulness,5
Samusky, Adaptability,Adapts Well To Apartment Living,2
Samusky, Adaptability,Good For Novice Owners,3
Samusky, Adaptability,Sensitivity Level,3
Samusky, Adaptability,Tolerates Being Alone,2
Samusky, Adaptability,Tolerates Cold Weather,5
Samusky, Adaptability,Tolerates Hot Weather,3
Samusky, All Around Friendliness,Affectionate With Family,4
Samusky, All Around Friendliness,Kid-Friendly,5
Samusky, All Around Friendliness,Dog Friendly,4
Samusky, All Around Friendliness,Friendly Toward Strangers,4
Samusky, Health And Grooming Needs,Amount Of Shedding,4
Samusky, Health And Grooming Needs,Drooling Potential,2
Samusky, Health And Grooming Needs,Easy To Groom,2
Samusky, Health And Grooming Needs,General Health,3
Samusky, Health And Grooming Needs,Potential For Weight Gain,4
Samusky, Health And Grooming Needs,Size,4
Samusky, Trainability,Easy To Train,3
Samusky, Trainability,Intelligence,5
Samusky, Trainability,Potential For Mouthiness,3
Samusky, Trainability,Prey Drive,3
Samusky, Trainability,Tendency To Bark Or Howl,2
Samusky, Trainability,Wanderlust Potential,4
Samusky, Physical Needs,Energy Level,5
Samusky, Physical Needs,Intensity,3
Samusky, Physical Needs,Exercise Needs,4
Samusky, Physical Needs,Potential For Playfulness,5
Samoyed, Adaptability,Adapts Well To Apartment Living,2
Samoyed, Adaptability,Good For Novice Owners,2
Samoyed, Adaptability,Sensitivity Level,4
Samoyed, Adaptability,Tolerates Being Alone,2
Samoyed, Adaptability,Tolerates Cold Weather,5
Samoyed, Adaptability,Tolerates Hot Weather,1
Samoyed, All Around Friendliness,Affectionate With Family,5
Samoyed, All Around Friendliness,Kid-Friendly,5
Samoyed, All Around Friendliness,Dog Friendly,5
Samoyed, All Around Friendliness,Friendly Toward Strangers,5
Samoyed, Health And Grooming Needs,Amount Of Shedding,5
Samoyed, Health And Grooming Needs,Drooling Potential,2
Samoyed, Health And Grooming Needs,Easy To Groom,1
Samoyed, Health And Grooming Needs,General Health,3
Samoyed, Health And Grooming Needs,Potential For Weight Gain,4
Samoyed, Health And Grooming Needs,Size,3
Samoyed, Trainability,Easy To Train,3
Samoyed, Trainability,Intelligence,3
Samoyed, Trainability,Potential For Mouthiness,3
Samoyed, Trainability,Prey Drive,5
Samoyed, Trainability,Tendency To Bark Or Howl,3
Samoyed, Trainability,Wanderlust Potential,4
Samoyed, Physical Needs,Energy Level,5
Samoyed, Physical Needs,Intensity,2
Samoyed, Physical Needs,Exercise Needs,5
Samoyed, Physical Needs,Potential For Playfulness,5
Silky Terrier, Adaptability,Adapts Well To Apartment Living,5
Silky Terrier, Adaptability,Good For Novice Owners,3
Silky Terrier, Adaptability,Sensitivity Level,3
Silky Terrier, Adaptability,Tolerates Being Alone,3
Silky Terrier, Adaptability,Tolerates Cold Weather,1
Silky Terrier, Adaptability,Tolerates Hot Weather,4
Silky Terrier, All Around Friendliness,Affectionate With Family,4
Silky Terrier, All Around Friendliness,Kid-Friendly,3
Silky Terrier, All Around Friendliness,Dog Friendly,2
Silky Terrier, All Around Friendliness,Friendly Toward Strangers,3
Silky Terrier, Health And Grooming Needs,Amount Of Shedding,2
Silky Terrier, Health And Grooming Needs,Drooling Potential,1
Silky Terrier, Health And Grooming Needs,Easy To Groom,4
Silky Terrier, Health And Grooming Needs,General Health,4
Silky Terrier, Health And Grooming Needs,Potential For Weight Gain,3
Silky Terrier, Health And Grooming Needs,Size,1
Silky Terrier, Trainability,Easy To Train,4
Silky Terrier, Trainability,Intelligence,4
Silky Terrier, Trainability,Potential For Mouthiness,2
Silky Terrier, Trainability,Prey Drive,5
Silky Terrier, Trainability,Tendency To Bark Or Howl,4
Silky Terrier, Trainability,Wanderlust Potential,3
Silky Terrier, Physical Needs,Energy Level,4
Silky Terrier, Physical Needs,Intensity,4
Silky Terrier, Physical Needs,Exercise Needs,3
Silky Terrier, Physical Needs,Potential For Playfulness,4
Staffy Bull Bullmastiff, Adaptability,Adapts Well To Apartment Living,4
Staffy Bull Bullmastiff, Adaptability,Good For Novice Owners,1
Staffy Bull Bullmastiff, Adaptability,Sensitivity Level,3
Staffy Bull Bullmastiff, Adaptability,Tolerates Being Alone,2
Staffy Bull Bullmastiff, Adaptability,Tolerates Cold Weather,3
Staffy Bull Bullmastiff, Adaptability,Tolerates Hot Weather,1
Staffy Bull Bullmastiff, All Around Friendliness,Affectionate With Family,5
Staffy Bull Bullmastiff, All Around Friendliness,Kid-Friendly,4
Staffy Bull Bullmastiff, All Around Friendliness,Dog Friendly,1
Staffy Bull Bullmastiff, All Around Friendliness,Friendly Toward Strangers,1
Staffy Bull Bullmastiff, Health And Grooming Needs,Amount Of Shedding,3
Staffy Bull Bullmastiff, Health And Grooming Needs,Drooling Potential,2
Staffy Bull Bullmastiff, Health And Grooming Needs,Easy To Groom,4
Staffy Bull Bullmastiff, Health And Grooming Needs,General Health,3
Staffy Bull Bullmastiff, Health And Grooming Needs,Potential For Weight Gain,2
Staffy Bull Bullmastiff, Health And Grooming Needs,Size,4
Staffy Bull Bullmastiff, Trainability,Easy To Train,1
Staffy Bull Bullmastiff, Trainability,Intelligence,3
Staffy Bull Bullmastiff, Trainability,Potential For Mouthiness,3
Staffy Bull Bullmastiff, Trainability,Prey Drive,2
Staffy Bull Bullmastiff, Trainability,Tendency To Bark Or Howl,1
Staffy Bull Bullmastiff, Trainability,Wanderlust Potential,2
Staffy Bull Bullmastiff, Physical Needs,Energy Level,1
Staffy Bull Bullmastiff, Physical Needs,Intensity,4
Staffy Bull Bullmastiff, Physical Needs,Exercise Needs,1
Staffy Bull Bullmastiff, Physical Needs,Potential For Playfulness,3
Saint Bernard, Adaptability,Adapts Well To Apartment Living,3
Saint Bernard, Adaptability,Good For Novice Owners,2
Saint Bernard, Adaptability,Sensitivity Level,4
Saint Bernard, Adaptability,Tolerates Being Alone,1
Saint Bernard, Adaptability,Tolerates Cold Weather,5
Saint Bernard, Adaptability,Tolerates Hot Weather,1
Saint Bernard, All Around Friendliness,Affectionate With Family,5
Saint Bernard, All Around Friendliness,Kid-Friendly,5
Saint Bernard, All Around Friendliness,Dog Friendly,5
Saint Bernard, All Around Friendliness,Friendly Toward Strangers,5
Saint Bernard, Health And Grooming Needs,Amount Of Shedding,4
Saint Bernard, Health And Grooming Needs,Drooling Potential,5
Saint Bernard, Health And Grooming Needs,Easy To Groom,2
Saint Bernard, Health And Grooming Needs,General Health,2
Saint Bernard, Health And Grooming Needs,Potential For Weight Gain,4
Saint Bernard, Health And Grooming Needs,Size,5
Saint Bernard, Trainability,Easy To Train,2
Saint Bernard, Trainability,Intelligence,4
Saint Bernard, Trainability,Potential For Mouthiness,3
Saint Bernard, Trainability,Prey Drive,1
Saint Bernard, Trainability,Tendency To Bark Or Howl,1
Saint Bernard, Trainability,Wanderlust Potential,2
Saint Bernard, Physical Needs,Energy Level,3
Saint Bernard, Physical Needs,Intensity,2
Saint Bernard, Physical Needs,Exercise Needs,2
Saint Bernard, Physical Needs,Potential For Playfulness,4
Rottweiler, Adaptability,Adapts Well To Apartment Living,2
Rottweiler, Adaptability,Good For Novice Owners,1
Rottweiler, Adaptability,Sensitivity Level,4
Rottweiler, Adaptability,Tolerates Being Alone,1
Rottweiler, Adaptability,Tolerates Cold Weather,2
Rottweiler, Adaptability,Tolerates Hot Weather,3
Rottweiler, All Around Friendliness,Affectionate With Family,5
Rottweiler, All Around Friendliness,Kid-Friendly,4
Rottweiler, All Around Friendliness,Dog Friendly,2
Rottweiler, All Around Friendliness,Friendly Toward Strangers,4
Rottweiler, Health And Grooming Needs,Amount Of Shedding,4
Rottweiler, Health And Grooming Needs,Drooling Potential,4
Rottweiler, Health And Grooming Needs,Easy To Groom,5
Rottweiler, Health And Grooming Needs,General Health,2
Rottweiler, Health And Grooming Needs,Potential For Weight Gain,5
Rottweiler, Health And Grooming Needs,Size,3
Rottweiler, Trainability,Easy To Train,4
Rottweiler, Trainability,Intelligence,5
Rottweiler, Trainability,Potential For Mouthiness,3
Rottweiler, Trainability,Prey Drive,4
Rottweiler, Trainability,Tendency To Bark Or Howl,4
Rottweiler, Trainability,Wanderlust Potential,2
Rottweiler, Physical Needs,Energy Level,4
Rottweiler, Physical Needs,Intensity,4
Rottweiler, Physical Needs,Exercise Needs,4
Rottweiler, Physical Needs,Potential For Playfulness,5
Saint Berdoodle, Adaptability,Adapts Well To Apartment Living,2
Saint Berdoodle, Adaptability,Good For Novice Owners,5
Saint Berdoodle, Adaptability,Sensitivity Level,3
Saint Berdoodle, Adaptability,Tolerates Being Alone,2
Saint Berdoodle, Adaptability,Tolerates Cold Weather,4
Saint Berdoodle, Adaptability,Tolerates Hot Weather,3
Saint Berdoodle, All Around Friendliness,Affectionate With Family,5
Saint Berdoodle, All Around Friendliness,Kid-Friendly,5
Saint Berdoodle, All Around Friendliness,Dog Friendly,5
Saint Berdoodle, All Around Friendliness,Friendly Toward Strangers,4
Saint Berdoodle, Health And Grooming Needs,Amount Of Shedding,3
Saint Berdoodle, Health And Grooming Needs,Drooling Potential,1
Saint Berdoodle, Health And Grooming Needs,Easy To Groom,4
Saint Berdoodle, Health And Grooming Needs,General Health,4
Saint Berdoodle, Health And Grooming Needs,Potential For Weight Gain,3
Saint Berdoodle, Health And Grooming Needs,Size,4
Saint Berdoodle, Trainability,Easy To Train,4
Saint Berdoodle, Trainability,Intelligence,4
Saint Berdoodle, Trainability,Potential For Mouthiness,3
Saint Berdoodle, Trainability,Prey Drive,3
Saint Berdoodle, Trainability,Tendency To Bark Or Howl,3
Saint Berdoodle, Trainability,Wanderlust Potential,3
Saint Berdoodle, Physical Needs,Energy Level,3
Saint Berdoodle, Physical Needs,Intensity,3
Saint Berdoodle, Physical Needs,Exercise Needs,3
Saint Berdoodle, Physical Needs,Potential For Playfulness,3
Rottador, Adaptability,Adapts Well To Apartment Living,3
Rottador, Adaptability,Good For Novice Owners,2
Rottador, Adaptability,Sensitivity Level,5
Rottador, Adaptability,Tolerates Being Alone,1
Rottador, Adaptability,Tolerates Cold Weather,4
Rottador, Adaptability,Tolerates Hot Weather,3
Rottador, All Around Friendliness,Affectionate With Family,5
Rottador, All Around Friendliness,Kid-Friendly,4
Rottador, All Around Friendliness,Dog Friendly,3
Rottador, All Around Friendliness,Friendly Toward Strangers,3
Rottador, Health And Grooming Needs,Amount Of Shedding,4
Rottador, Health And Grooming Needs,Drooling Potential,4
Rottador, Health And Grooming Needs,Easy To Groom,5
Rottador, Health And Grooming Needs,General Health,2
Rottador, Health And Grooming Needs,Potential For Weight Gain,5
Rottador, Health And Grooming Needs,Size,4
Rottador, Trainability,Easy To Train,4
Rottador, Trainability,Intelligence,5
Rottador, Trainability,Potential For Mouthiness,4
